忠明 PM10,忠明 PM2.5,忠明 RH,忠明 Temp,忠明 Rain,忠明 Wind
18,13,84,17,0,0.6
9,11,84,17,0,0.9
18,12,83,18,0,0.4
21,8,84,18,0,0.9
25,11,84,17,0,0.9
24,14,81,18,0,0.8
31,19,78,19,0,1
32,21,77,19,0,1.3
26,16,77,19,0,0.9
23,19,78,18,0,1
21,23,78,18,0,1.3
26,20,78,17,0,1.7
31,16,79,17,0,1
18,9,79,17,0,0.8
20,11,79,17,0,1.2
23,12,82,16,0,1
30,12,83,16,0,0.7
27,12,83,16,0,0.6
20,8,83,16,0,0.8
15,11,83,16,0,1.1
16,9,85,16,0,0.7
19,11,86,16,0.4,0.7
28,11,91,16,1.6,0.7
25,12,92,16,1,0.9
21,9,93,16,2.6,0.3
9,14,92,16,1,0.9
10,12,89,17,0.2,0.8
9,14,86,18,0,0.6
13,15,85,18,0.2,0.4
17,18,88,18,0.6,0.2
25,12,84,19,0,0.8
34,16,79,20,0,1
32,18,75,21,0,0.8
31,19,71,22,0,0.8
24,12,71,22,0,1
21,8,69,22,0,1.3
28,3,72,22,0,1
37,7,73,21,0,0.8
34,8,76,21,0,0.8
24,13,79,20,0,1.1
20,19,82,20,0,1.1
23,20,84,19,0,0.5
25,24,86,19,0,0.5
16,22,85,19,0,0.6
20,19,86,19,0,0.5
30,22,86,19,0,0.6
43,27,86,19,0,0.6
41,26,88,19,0,0.5
38,21,92,18,0,0.9
36,20,95,18,0,0.8
40,28,95,18,0,0.6
38,27,93,18,0,0.6
31,28,91,19,0,0.7
32,21,89,19,0,0.7
37,24,90,19,0.8,0.8
40,21,91,20,0,0.7
44,24,89,20,0.4,0.5
36,24,84,21,0,0.6
28,26,78,22,0,1.1
22,15,75,23,0,0.7
19,19,73,23,0,1.1
24,14,74,22,0,1.7
20,18,79,21,0,1.1
27,22,82,20,0,0.7
27,23,83,19,0,0.8
28,18,83,19,0,0.8
26,14,82,19,0,0.9
22,18,79,20,0,0.6
15,16,79,19,0,0.9
15,14,80,18,0,0.5
13,11,78,18,0,0.8
16,7,76,18,0,1.1
7,0,76,17,0,1
13,3,77,16,0,0.5
10,7,78,16,0,0.9
10,11,77,17,0,0.8
4,11,74,17,0,0.9
5,12,65,20,0,0.6
13,15,58,22,0,0.9
16,14,50,24,0,1.1
29,14,44,25,0,1.1
26,15,45,25,0,2.3
37,15,48,25,0,1.6
40,24,48,26,0,1.8
53,20,50,25,0,1.2
56,25,48,25,0,1.5
58,23,44,25,0,1
62,31,62,22,0,0.8
64,38,65,22,0,1.3
64,39,67,21,0,0.5
71,47,68,21,0,0.3
78,47,70,21,0,0.2
87,51,72,21,0,0.5
87,50,71,20,0,0.6
81,54,72,20,0,0.4
76,51,74,20,0,0.5
71,48,77,19,0,0.4
70,44,77,19,0,0.2
65,42,78,19,0,0.5
54,36,74,19,0,0.5
55,35,72,20,0,0.5
60,43,67,22,0,0.9
75,51,62,24,0,1.1
91,62,57,26,0,0.8
102,54,50,27,0,0.8
109,55,46,28,0,1
109,61,51,28,0,2.5
100,57,49,27,0,2.2
87,56,52,26,0,1.6
68,41,55,26,0,1
55,40,55,24,0,1.2
45,29,63,23,0,0.7
45,23,69,23,0,0.6
47,25,72,23,0,0.5
59,31,73,23,0,0.2
62,35,74,22,0,1
76,42,71,22,0,0.5
88,45,72,21,0,0.6
90,59,74,21,0,0.4
91,59,75,21,0,0.1
86,69,76,21,0,0.5
87,61,76,21,0,0.3
89,68,76,21,0,0.3
92,57,75,21,0,0.2
99,63,72,22,0,0.2
103,61,66,24,0,0.6
104,71,56,26,0,0.5
91,59,50,28,0,0.2
73,48,48,29,0,0.9
53,39,47,30,0,1.4
45,33,49,29,0,1.3
43,29,49,30,0,1.4
43,25,51,29,0,1.8
53,27,55,28,0,1.4
51,27,57,27,0,0.9
50,25,60,27,0,0.7
51,28,63,26,0,0.7
60,30,65,25,0,0.5
73,33,66,25,0,0.6
87,31,68,25,0,0.5
91,41,69,24,0,0.3
91,47,70,24,0,0.4
78,48,72,24,0,0.2
75,41,74,24,0,0.3
65,37,75,24,0,0.2
61,42,74,24,0,0.5
56,44,75,24,0,0.3
68,51,76,24,0,0.7
67,45,73,24,0,0.6
69,46,69,26,0,0.4
58,38,65,28,0,0.9
62,39,58,29,0,1.2
58,35,55,30,0,1.1
66,41,55,31,0,1.6
69,40,57,30,0,1.6
82,45,59,30,0,1.6
78,46,64,29,0,2
72,40,67,29,0,2.2
65,30,69,28,0,1.1
59,19,70,27,0,1.5
53,20,71,27,0,1.4
36,18,74,26,0,1.7
28,14,76,26,0,1.7
28,13,77,26,0,1.3
32,11,78,26,0,1.2
33,8,79,25,0,0.9
31,14,81,25,0,1.2
33,18,82,25,0,0.9
46,22,83,25,0,1.4
57,24,84,24,0,1.1
58,26,85,24,0,1
52,25,83,24,0,1.1
53,23,80,25,0,1
55,25,71,27,0,1.1
54,27,64,29,0,1.1
55,31,52,31,0,1.5
62,37,48,32,0,1.9
64,29,55,32,0,2.3
59,24,54,31,0,1.9
52,23,55,31,0,2.5
51,27,63,29,0,2.5
49,29,68,28,0,1.4
44,22,71,27,0,1.4
38,21,75,26,0,1.2
45,22,79,26,0,1.1
51,30,82,25,0,1.3
51,28,82,25,0,1.3
42,28,82,25,0,1.8
42,23,83,25,0,2
42,22,83,25,0,1.8
41,23,84,25,0,1.5
41,21,85,24,0,1.1
45,19,86,24,0,1.5
48,21,87,24,0,1.3
43,20,88,24,0,0.8
37,29,88,24,0,0.7
37,30,85,24,0,1.1
40,30,78,25,0,1.2
53,29,67,28,0,1.7
59,29,62,29,0,1.8
59,37,55,31,0,2.1
50,41,54,31,0,1.8
48,31,59,32,0,2.5
52,25,62,31,0,2.3
53,16,63,30,0,2.3
54,22,66,29,0,2
50,23,72,28,0,2
50,21,77,27,0,1.5
41,16,77,26,0,1.5
36,12,78,26,0,3
31,10,79,26,0,2.1
32,14,80,26,0,2.4
32,13,82,25,0,2.3
36,15,82,25,0,2.7
32,14,82,25,0,1.8
32,12,83,24,0,1.2
26,15,85,24,0,1.5
30,13,85,24,0,1.1
26,15,85,23,0,0.8
31,13,80,24,0,1.1
31,10,72,25,0,1.4
34,18,64,27,0,1.5
38,22,58,29,0,2
40,25,54,30,0,1.8
43,19,51,31,0,1.5
46,18,52,32,0,1.7
52,25,54,32,0,2.1
55,25,54,32,0,2.9
51,20,56,31,0,2.5
43,16,58,30,0,1.9
46,13,62,29,0,1.1
49,18,69,28,0,1.3
56,21,72,27,0,1.7
58,26,74,27,0,1.8
53,27,73,26,0,1.3
47,24,81,25,0,1
50,24,84,25,0,1.1
51,21,85,25,0,1.5
52,24,82,25,0,1.8
43,27,82,25,0,1.5
49,36,81,25,0,1.3
50,27,81,24,0,1.5
62,33,83,24,0,1.1
68,26,84,24,0,0.7
71,40,78,25,0,1
63,33,70,26,0,1.7
54,40,64,28,0,1.2
51,30,56,30,0,1.4
56,37,50,31,0,1.5
49,44,45,32,0,1.6
52,43,49,32,0,1.9
49,36,50,32,0,2.2
50,24,52,31,0,2.2
43,21,57,30,0,2
30,22,62,29,0,1.7
27,28,66,28,0,1.4
30,30,70,27,0,1
38,27,72,27,0,1
51,21,72,27,0,1.1
54,23,71,26,0,0.8
55,26,70,26,0,0.9
41,24,72,26,0,0.5
27,25,73,26,0,0.5
20,22,74,25,0,0.6
20,15,74,25,0,0.8
25,13,77,25,0,0.8
20,15,79,24,0,0.2
27,20,79,24,0,0.3
31,23,74,26,0,0.1
44,24,65,28,0,0.5
43,22,56,30,0,0.4
44,24,50,32,0,1.1
51,26,50,32,0,1.6
47,30,52,32,0,2.6
49,31,51,31,0,2.3
31,24,53,31,0,1.6
24,19,54,31,0,1.4
20,12,58,30,0,1.8
32,13,61,28,0,2.3
33,15,64,27,0,1.9
30,15,67,27,0,1.5
23,13,68,27,0,1.1
25,14,68,27,0,0.6
22,15,69,26,0,0.5
20,12,69,26,0,0.7
20,18,70,26,0,0.7
15,11,71,26,0,0.7
16,15,72,26,0,0.9
19,7,74,25,0,1.3
24,12,75,25,0,0.5
27,10,76,25,0,0.2
27,15,76,25,0,1.4
29,16,74,26,0,0.8
30,18,70,27,0,1.2
30,19,64,29,0,1.1
35,26,59,30,0,1.5
36,24,55,31,0,2
37,20,54,32,0,2.2
38,16,54,31,0,2.8
35,16,53,31,0,1.9
36,23,54,30,0,2.5
38,19,60,29,0,1.8
52,28,64,29,0,1
57,23,70,28,0,1.3
61,33,72,28,0,0.7
55,30,71,27,0,1.6
60,39,79,26,0,1.5
68,37,82,25,0,1
69,32,84,25,0,0.9
57,24,85,24,0,0.9
42,19,84,24,0,0.8
24,19,85,23,0,1
24,21,86,22,0,1.3
21,21,85,22,0,0.9
28,19,84,22,0,0.9
26,16,82,21,0,0.9
29,18,78,22,0,1.2
32,14,72,23,0,1.4
31,12,65,25,0,1.4
32,6,60,26,0,1.3
30,9,57,27,0,1.5
33,15,56,27,0,1.4
39,18,56,27,0,1.6
48,19,58,26,0,1.4
51,14,62,24,0,1.4
41,19,65,23,0,1.5
33,10,67,22,0,1.1
30,6,69,21,0,0.9
26,6,71,20,0,1.4
30,13,71,20,0,1.1
27,15,72,20,0,2.5
26,10,70,19,0,1
13,7,71,19,0,1.5
9,7,72,18,0,1.2
12,8,70,18,0,1
13,8,70,17,0,1.2
20,5,70,17,0,1.1
17,6,70,17,0,1.6
17,4,71,17,0,1.1
10,5,72,17,0,1.2
10,4,70,17,0,1.8
15,7,68,18,0,1.4
22,7,66,19,0,1.1
23,9,62,20,0,1
28,15,58,21,0,1.1
28,19,56,22,0,1.1
38,16,58,21,0,1.6
37,10,58,21,0,1.2
35,4,62,20,0,1.4
30,7,63,19,0,1.2
36,8,66,18,0,1.1
37,9,68,18,0,0.8
34,11,69,17,0,1.5
20,6,70,17,0,1.1
10,11,73,17,0,1
15,7,74,17,0,0.9
15,13,76,16,0,1
15,8,76,16,0,0.8
6,11,76,16,0,2
8,7,75,17,0,1.3
14,8,76,17,0,1
17,1,81,16,0.2,1
18,5,86,16,5.6,0.9
17,13,89,16,0.2,0.5
15,13,88,17,0,0.8
17,18,85,18,0,0.5
24,9,79,20,0.2,1
28,20,69,23,0,0.6
27,15,63,24,0,1.1
26,9,60,25,0,1.1
28,19,59,25,0,1.9
38,19,59,25,0,1.5
53,28,60,25,0,1.4
54,25,62,24,0,1.1
52,26,68,23,0,1.2
49,29,71,22,0,1.1
43,31,73,21,0,1.1
44,28,75,20,0,0.9
39,30,76,20,0,0.9
43,29,77,20,0,1.1
31,27,78,19,0,0.7
30,21,78,19,0,0.7
30,13,77,19,0,0.7
31,21,77,19,0,1
25,15,77,19,0,0.8
18,16,77,19,0,1.1
12,10,78,19,0,0.5
15,12,78,19,0,0.6
12,13,77,20,0,0.8
21,10,73,21,0,1.3
25,13,73,21,0,1
34,16,73,21,0,1
30,20,75,21,0,0.9
33,15,76,21,0,1
27,8,78,21,0,1
34,11,79,21,0,0.8
28,15,77,21,0,1
29,18,80,20,0,0.8
26,11,84,19,0.6,0.9
27,11,83,19,0,1.1
26,9,81,18,0,1
22,11,80,18,0,1
20,9,80,17,0,1.7
17,13,82,17,0,0.9
16,11,82,17,0,0.9
19,10,81,17,0,1
20,10,80,17,0,0.6
22,8,80,17,0,0.8
20,11,80,16,0,1.2
25,6,80,16,0,0.7
27,14,81,16,0,0.8
23,11,82,16,0,1.5
17,19,85,16,9.6,1
16,14,91,16,1.4,0.7
23,12,89,17,0,0.5
28,7,88,17,0.4,0.9
31,11,88,17,0.2,0.7
37,14,88,17,0.2,0.8
40,21,89,17,1,1
40,19,90,17,1,0.8
35,21,91,17,0.8,0.7
33,18,92,17,0.8,0.9
30,22,92,17,1.8,0.6
25,21,91,17,1.8,0.7
20,18,91,16,1,1.1
11,15,90,17,0.6,0.7
13,14,91,16,0.6,0.7
13,13,91,16,0.6,0.9
16,12,92,17,0.8,0.7
14,11,92,17,1.8,0.4
13,8,92,16,1,0.6
12,4,92,17,0.4,1.1
17,6,88,17,0,0.7
14,6,86,17,0,0.7
10,4,85,17,0,0.6
8,5,87,17,0,0.2
6,3,83,18,0,0.5
12,8,81,19,0,0.6
13,10,77,20,0,0.9
10,15,71,22,0,1
8,10,65,24,0,1
11,9,66,24,0,2.2
18,4,66,24,0,2.1
24,6,67,23,0,1.9
30,13,69,23,0,1.4
25,13,72,22,0,1.2
27,14,75,21,0,1.1
24,11,77,20,0,1.1
27,14,79,20,0,0.8
27,14,82,20,0,1.4
29,12,83,20,0,0.5
28,6,84,20,0,0.9
22,11,81,20,0,0.4
15,14,79,19,0,0.4
12,13,75,20,0,0.6
16,11,76,19,0,0.7
17,16,69,19,0,0.6
21,19,64,19,0,0.8
21,23,69,19,0,0.7
37,27,72,19,0,0.8
40,27,65,20,0,0.6
51,24,58,21,0,0.8
43,21,58,22,0,0.9
46,20,54,23,0,1.4
43,26,47,24,0,1.4
51,27,45,25,0,1.3
57,35,47,24,0,2.3
59,35,42,25,0,1.2
66,39,42,25,0,1.3
61,41,34,24,0,1.1
65,41,26,23,0,1.1
65,36,28,23,0,0.9
73,30,34,22,0,1.2
79,29,36,21,0,0.6
84,38,40,20,0,1.3
79,40,42,20,0,0.8
76,42,43,20,0,1.1
64,32,42,20,0,1.1
64,29,43,19,0,0.8
59,28,45,19,0,0.4
63,29,46,18,0,0.7
59,27,50,18,0,0.9
60,25,57,17,0,0.4
50,26,65,17,0,0.3
50,27,53,18,0,0.4
44,33,36,20,0,0.7
47,25,22,22,0,0.4
48,21,20,23,0,1.6
54,19,21,23,0,2.6
55,15,19,24,0,1.5
59,11,20,24,0,2
61,11,25,24,0,2
60,19,29,23,0,1.3
58,26,29,23,0,1.2
49,22,33,22,0,2.1
58,24,41,20,0,1.8
54,24,44,20,0,0.6
59,26,46,19,0,1.1
62,30,48,19,0,0.4
69,33,51,19,0,0.2
80,40,54,18,0,0.5
70,36,56,18,0,0.2
63,31,59,17,0,0.5
52,29,63,16,0,0.4
52,29,59,16,0,0.4
53,25,61,16,0,0.3
50,18,62,16,0,0.3
52,24,59,16,0,0.4
42,21,43,18,0,0.6
33,21,33,21,0,0.5
35,14,36,23,0,1.3
52,24,32,25,0,1.3
55,26,26,27,0,1.5
57,29,27,27,0,1.3
59,32,33,27,0,2
72,43,39,26,0,1.9
79,43,46,26,0,2
74,46,51,25,0,1.7
70,42,56,23,0,1.3
64,42,59,23,0,1.1
68,36,60,23,0,0.6
84,33,60,23,0,0.7
93,37,60,23,0,0.5
101,46,62,23,0,0.9
104,54,66,22,0,0.8
111,51,67,22,0,0.6
119,53,66,22,0,0.4
116,50,65,22,0,0.8
106,50,64,22,0,0.8
96,50,63,22,0,0.7
86,51,61,23,0,0.6
75,51,60,23,0,0.6
65,51,58,23,0,0.5
63,45,50,25,0,0.5
70,41,41,28,0,1.5
67,35,40,29,0,1.9
67,30,44,29,0,1.7
59,29,44,29,0,2.4
57,25,44,30,0,2.3
56,28,46,29,0,1.9
53,23,48,29,0,2
55,32,51,28,0,1.9
53,30,58,26,0,1.9
51,29,64,25,0,1.3
46,19,70,24,0,1.1
49,24,76,24,0,0.6
64,25,77,24,0,0.7
68,38,76,24,0,0.7
69,31,73,23,0,0.6
56,35,75,23,0,0.1
63,33,76,23,0,0.4
63,35,77,22,0,0.5
61,32,80,21,0,0.5
54,24,80,21,0,0.3
45,29,81,20,0,0.5
43,30,78,21,0,0.5
42,25,67,22,0,0.5
47,25,62,24,0,0.5
56,32,54,26,0,0.7
55,33,48,29,0,0.8
61,31,48,30,0,1.1
72,36,53,29,0,1.7
94,49,53,29,0,1.6
110,56,59,28,0,1.8
105,56,61,28,0,1.2
97,50,65,27,0,1.4
84,50,68,26,0,0.9
82,46,69,25,0,0.8
79,44,69,25,0,1
80,41,72,25,0,1.2
82,45,71,25,0,1.3
84,49,70,25,0,0.5
90,55,74,25,0,0.6
90,50,73,25,0,0.1
96,51,72,25,0,0.3
93,53,72,25,0,0.3
99,54,73,25,0,0.7
103,55,75,24,0,0.7
110,58,76,24,0,0.5
111,73,75,24,0,0.8
99,72,68,26,0,1.2
86,64,62,28,0,1
65,42,61,29,0,2.4
57,26,57,31,0,2.8
49,15,55,32,0,2.8
53,12,54,33,0,2.4
53,16,63,31,0,2.5
58,22,67,30,0,2.1
55,19,70,29,0,1.4
57,15,72,29,0,1.5
54,15,74,28,0,1.4
62,15,77,27,0,1.3
56,13,79,27,0,1.2
43,7,81,27,0,1.2
27,6,85,26,1,1
19,7,84,26,0,1.3
20,8,83,26,0,0.8
25,9,80,26,0,1
25,8,78,26,0,1.1
27,11,78,26,0,1
18,8,79,26,0,0.6
15,10,78,26,0,0.7
7,2,79,26,0,0.8
8,10,80,26,0,0.8
17,11,77,26,0,0.9
25,12,75,27,0,1.7
36,9,72,28,0,1.7
35,10,67,29,0,2.1
35,9,59,31,0,3
29,12,55,32,0,2.8
29,14,55,32,0,2.6
26,16,54,31,0,1.6
32,10,63,29,0,1
35,12,70,28,0,0.6
46,15,72,28,0,0.6
42,13,74,27,0,0.6
48,12,72,27,0,1.4
43,12,70,27,0,1.6
33,22,72,27,0,1.5
29,18,74,26,0,1.5
21,19,72,26,0,1.5
24,14,70,26,0,1.4
12,15,69,26,0,1.5
10,15,71,26,0,1.4
15,13,71,26,0,1.4
13,7,70,26,0,1.3
12,10,70,26,0,0.9
9,9,69,26,0,1
17,8,64,27,0,1.5
31,5,61,28,0,1.6
35,11,57,30,0,1.7
35,15,53,31,0,2.1
31,18,54,31,0,2.9
22,16,51,31,0,2
25,18,51,31,0,2.9
26,19,57,30,0,2.8
39,18,58,29,0,2.1
33,20,59,29,0,1.6
33,14,60,29,0,1.4
34,12,63,28,0,1.1
38,14,65,28,0,0.9
36,10,66,27,0,0.6
30,21,67,27,0,1
28,23,67,27,0,0.6
30,21,69,27,0,0.2
25,16,71,26,0,0.7
27,10,75,25,0,1.3
28,15,77,23,0,1.1
32,9,80,21,0.2,1.2
27,4,87,20,3.8,1.9
18,1,91,20,3.6,1
20,9,93,22,2.4,1.2
23,8,85,23,0.4,1.1
29,14,85,22,0,0.9
23,10,83,22,0,1.3
30,20,77,24,0,0.7
33,22,73,24,0,1.6
35,26,68,25,0,1.6
33,31,66,25,0,1.3
38,30,66,25,0,1.2
49,29,67,24,0,1.5
60,27,71,23,0,2
67,37,72,22,0,0.8
61,39,74,21,0,0.8
61,40,75,21,0,0.9
58,40,75,21,0,1
65,40,75,21,0,0.7
65,39,75,21,0,1
62,37,77,20,0,0.5
45,35,77,20,0,0.7
35,26,77,20,0,0.8
22,19,78,20,0,0.9
27,11,78,20,0,1
20,13,77,20,0,1
20,11,76,20,0,0.7
18,12,75,21,0,1.2
24,18,74,21,0,0.7
27,16,70,23,0,0.6
27,13,64,25,0,1.3
25,9,61,25,0,1.3
26,12,60,26,0,1.4
29,16,58,26,0,1.4
32,15,57,27,0,1.6
41,19,56,27,0,1.1
39,12,58,26,0,1.5
31,11,61,25,0,1.2
27,21,63,24,0,0.8
21,16,67,23,0,1.1
27,16,69,22,0,0.9
31,14,70,21,0,0.9
35,13,70,21,0,1
37,19,70,21,0,0.6
32,14,70,21,0,0.8
32,18,69,21,0,0.9
32,12,69,21,0,1
31,16,69,21,0,0.5
30,14,71,21,0,1
30,11,71,21,0,1.2
28,13,71,21,0,0.3
34,13,70,21,0,0.3
33,16,66,23,0,0.2
43,18,63,24,0,0.7
57,27,62,25,0,0.8
70,33,61,27,0,1.3
73,33,58,28,0,0.7
67,31,54,30,0,1.1
60,32,52,30,0,1.7
56,30,61,28,0,1.8
47,25,68,26,0,2.5
53,18,71,26,0,2.2
50,22,76,25,0,1.9
53,22,79,24,0,1.1
44,23,81,23,0,1
50,20,83,23,0,1.1
58,22,84,23,0,0.9
65,19,84,23,0,0.5
62,19,84,23,0,1
66,22,85,23,0,0.7
70,31,86,23,0,1.1
69,33,86,22,0,1.3
68,30,87,22,0,1.5
68,27,86,22,0,0.6
72,28,85,22,0,0.6
65,28,85,23,0,0.6
61,31,82,23,0,0.5
63,26,76,24,0,1.4
68,27,70,26,0,0.9
63,25,66,27,0,1.2
61,29,65,27,0,1.7
59,33,68,26,0,2.2
64,31,67,27,0,2.5
65,37,70,26,0,2.8
68,29,72,26,0,2.3
73,28,71,26,0,1.3
73,25,72,26,0,1.8
63,27,76,24,0,0.9
55,32,79,24,0,1.1
52,28,81,23,0,0.7
61,31,81,23,0,0.9
57,30,82,23,0,0.7
54,29,82,22,0,0.5
40,23,82,22,0,1.1
34,15,82,21,0,0.8
27,16,82,21,0,0.8
26,21,82,22,0,0.9
29,29,82,21,0,1.2
29,30,82,21,0,0.7
33,29,81,22,0,0.7
37,27,80,22,0,0.6
37,25,78,23,0,1
44,30,73,25,0,0.6
50,36,63,28,0,0.1
68,40,58,29,0,1.1
72,37,56,29,0,1.3
70,26,56,30,0,2.5
53,22,57,28,0,1.6
47,22,56,29,0,2
48,24,57,28,0,2.3
53,26,62,27,0,1.9
56,23,64,25,0,1.6
58,24,66,24,0,0.9
54,22,68,23,0,0.7
51,21,68,23,0,0.8
41,23,68,23,0,1.2
45,21,70,22,0,0.7
38,25,70,22,0,1
34,32,70,22,0,0.9
23,20,69,22,0,1.5
17,13,70,22,0,0.4
17,13,73,22,0,0.6
17,17,73,21,0,0.8
31,20,73,22,0,0.5
42,23,70,23,0,0.3
54,15,64,25,0,0.7
52,24,58,27,0,0.8
48,29,52,29,0,0.7
46,40,50,30,0,0.9
50,27,48,31,0,1.1
45,23,50,30,0,2.6
51,18,57,29,0,1.9
49,28,63,27,0,2
60,27,67,26,0,2.7
58,28,73,25,0,1.2
62,24,76,25,0,1
52,24,76,24,0,0.7
49,25,77,24,0,1
44,23,78,24,0,1.1
43,19,78,24,0,0.4
45,20,78,24,0,1
49,22,79,24,0,0.6
62,30,81,24,0,1.2
67,28,82,23,0,0.5
69,30,82,24,0,0.6
66,33,83,23,0,0.7
59,32,84,23,0,0.9
62,40,84,23,0,0.2
65,36,80,24,0,0.3
74,44,71,26,0,1.3
75,35,62,27,0,1.3
81,38,62,28,0,1
84,38,56,29,0,1.2
87,44,55,30,0,1.8
65,46,50,30,0,1.6
55,38,48,30,0,2.1
61,30,52,29,0,2.1
66,22,52,29,0,1.5
69,30,57,28,0,1.4
72,37,63,27,0,0.7
70,41,63,26,0,1.4
64,40,68,25,0,0.8
55,39,64,25,0,0.9
50,36,62,26,0,1.1
51,36,60,26,0,0.9
50,32,60,25,0,0.7
48,42,65,25,0,1
45,46,71,25,0,0.8
46,43,69,25,0,0.6
43,33,69,25,0,0.5
45,32,71,25,0,0.5
45,41,71,25,0,0.5
45,42,68,26,0,0.7
46,39,59,28,0,0.9
48,35,53,29,0,1.1
46,31,50,30,0,0.9
42,32,51,31,0,1.6
46,28,54,31,0,1.8
40,27,56,31,0,2.1
36,20,59,30,0,2.2
28,3,62,29,0,1.7
32,5,63,29,0,1.4
36,12,70,28,0,1.2
36,16,74,27,0,1.3
36,20,77,26,0,1.6
36,15,78,26,0,0.7
36,22,77,26,0,1
44,19,77,26,0,1
52,22,79,25,0,0.8
52,24,82,25,0,1.1
45,22,82,25,0,1.3
28,20,83,25,0,1.1
25,19,83,25,0,0.4
28,25,81,25,0,0.4
37,28,82,25,0,1.1
38,25,82,25,0,1
41,24,79,26,0,1.4
42,29,70,28,0,1.3
47,31,62,29,0,1.3
49,31,59,30,0,1.4
38,27,56,31,0,2
37,27,55,32,0,2.1
32,29,53,32,0,2.2
38,26,52,31,0,2.1
36,24,54,31,0,2
45,23,60,30,0,1.9
53,23,71,28,0,1.8
59,26,75,26,0,1.5
56,22,76,26,0,0.6
56,23,77,26,0,1.2
53,24,78,26,0,1.1
49,30,77,26,0,1
48,28,79,26,0,0.9
52,28,81,25,0,0.5
54,29,80,26,0,1.3
48,30,79,25,0,0.7
56,36,80,25,0,0.8
53,35,81,25,0,0.9
53,37,79,25,0,0.7
42,32,78,25,0,0.4
48,30,77,26,0,0.7
53,33,71,27,0,0.7
56,33,64,29,0,0.7
57,39,60,30,0,0.5
70,39,60,31,0,0.5
72,45,58,31,0,0.4
72,45,56,31,0,0.5
65,41,56,31,0,2.1
57,37,55,30,0,2.3
59,31,56,30,0,1.5
66,26,60,29,0,2.2
70,33,66,28,0,1
72,30,69,27,0,0.4
76,30,69,27,0,0.8
80,36,70,27,0,1
83,38,72,26,0,1.1
77,42,73,26,0,0.8
75,39,75,26,0,1
85,44,76,25,0,1
101,44,77,25,0,0.9
111,55,77,25,0,0.7
109,58,77,25,0,1
99,61,77,25,0,1
106,62,81,25,0,1.1
111,56,81,25,0,1.4
116,59,77,26,0,1.4
104,46,71,27,0,1.3
84,47,67,28,0,1.1
83,40,63,29,0,1.3
70,47,64,29,0,1.7
64,42,62,29,0,1.3
55,40,65,28,0,1.9
59,36,65,28,0,1.5
58,35,65,28,0,1
49,26,63,28,0,0.7
43,28,63,28,0,0.4
46,30,65,27,0,1.2
47,36,63,27,0,1
55,40,65,27,0,1
62,40,66,27,0,0.8
65,40,68,27,0,1.5
63,37,73,26,0,0.9
54,38,74,26,0,0.7
38,36,74,26,0,1.1
26,22,75,26,0,1.2
23,21,76,26,0,1.3
30,12,75,25,0,1
31,20,72,26,0,1.1
35,16,68,27,0,1.3
34,20,63,29,0,1.2
39,26,58,30,0,1.6
45,30,57,31,0,2.2
54,35,53,32,0,2.2
51,36,52,33,0,2.3
48,33,52,34,0,2.4
53,33,60,32,0,2.7
59,25,63,31,0,2.6
59,22,69,29,0,2.9
50,21,70,28,0,2.1
41,18,73,28,0,1.3
28,23,76,27,0,1.5
27,27,75,27,0,1.7
29,26,74,27,0,1.3
38,22,76,27,0,1.6
35,8,77,27,0,1.8
36,15,80,26,0,1.5
33,20,81,26,0,1.5
35,29,80,26,0,1.4
39,28,80,26,0,1.9
38,28,80,26,0,1.3
32,30,77,26,0,1.4
25,25,73,26,0,1.3
27,21,71,27,0,1.5
22,12,68,28,0,1.9
31,16,64,29,0,2
32,19,60,30,0,1.9
33,25,58,31,0,1.7
30,27,60,31,0,2.1
23,22,58,32,0,2.5
31,18,58,32,0,2.7
26,13,59,31,0,2.6
29,8,63,30,0,1.8
28,9,66,29,0,1.9
26,9,71,28,0,1
26,14,74,28,0,1
24,14,71,28,0,1.7
26,11,71,28,0,1.3
26,10,74,27,0,1.3
21,14,76,27,0,1.2
26,13,79,27,0,0.8
22,16,78,27,0,1.1
21,8,79,26,0,1.1
10,8,81,26,0,1.3
12,8,81,26,0,1
13,15,81,26,0,1
13,14,82,26,1.4,1.3
17,11,87,25,1.6,1
25,6,91,25,2.8,0.6
28,9,86,26,0,1.1
25,16,80,27,0,0.6
28,24,75,28,0,0.6
41,19,74,28,0.2,0.1
37,19,82,26,9.2,0.2
33,18,74,29,0,0.6
28,22,72,29,0,1.8
39,29,71,28,0,1.6
39,21,74,27,0,1.3
37,24,76,27,0,1.1
41,22,76,27,0,0.6
43,23,77,27,0,1.3
43,22,76,27,0,0.9
41,19,76,26,0,1
43,26,78,26,0,1.3
44,29,86,24,0.2,1.6
38,27,87,22,0,0.9
33,28,85,22,0,0.5
23,23,85,23,0,0.3
28,24,86,23,0,1.4
33,23,86,23,0,0.9
47,29,86,23,0,0.7
44,30,85,23,0,0.7
48,29,88,23,0.4,0.2
44,30,91,23,0.8,0.7
53,28,92,23,1.2,0.8
46,27,89,23,0,1.1
49,28,83,24,0,0.3
48,31,81,25,0,0.7
61,37,84,24,0.2,1.2
58,30,86,23,0,1
50,29,86,23,0,1.7
44,27,85,24,0,0.5
58,36,85,24,0,1.1
55,36,84,24,0,0.7
49,29,85,23,0,0.6
33,29,83,23,0,0.5
40,28,82,23,0,0.8
44,31,82,23,0,0.3
46,25,81,24,0,0.2
